Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),,CountNonNull(Orders.Country),Min(Orders.Segment)
2014,Qtr 1,March,18,-954.7089000000026,"11,210,221",11,Home Office
2014,Qtr 1,March,23,126.92240000000002,"3,244,247",3,Consumer
2014,Qtr 1,March,7,134.1538999999999,"8,155,163",8,Consumer
2014,Qtr 1,March,29,-152.7156,"1,263,264",1,Consumer
2014,Qtr 1,March,15,33.59799999999997,"5,185,190",5,Consumer
2014,Qtr 1,March,30,232.75289999999998,"9,264,273",9,Consumer
2014,Qtr 1,March,14,528.5023999999999,"11,174,185",11,Consumer
2014,Qtr 1,March,22,-50.93450000000001,"5,239,244",5,Consumer
2014,Qtr 1,March,25,96.66839999999999,"5,249,254",5,Consumer
2014,Qtr 1,March,10,4.188599999999905,"3,163,166",3,Consumer
2014,Qtr 1,March,19,68.63529999999997,"7,221,228",7,Corporate
2014,Qtr 1,March,4,20.07779999999996,"2,148,150",2,Consumer
2014,Qtr 1,March,31,355.1097000000001,"9,273,282",9,Consumer
2014,Qtr 1,January,26,150.327,"9,63,72",9,Corporate
2014,Qtr 1,January,9,10.917999999999996,"2,16,18",2,Consumer
2014,Qtr 1,January,3,5.551199999999998,"1,0,1",1,Consumer
2014,Qtr 1,January,27,9.682700000000004,"3,72,75",3,Consumer
2014,Qtr 1,January,6,1358.0523999999998,"9,5,14",9,Consumer
2014,Qtr 1,January,20,584.3694999999998,"17,43,60",17,Consumer
2014,Qtr 1,January,16,-5.933500000000016,"4,34,38",4,Consumer
2014,Qtr 1,January,5,4.884,"1,4,5",1,Consumer
2014,Qtr 1,January,28,1.3256999999999999,"1,75,76",1,Consumer
2014,Qtr 1,January,21,4.102799999999999,"1,60,61",1,Consumer
2014,Qtr 1,January,11,3.0813999999999995,"1,20,21",1,Consumer
2014,Qtr 1,January,18,6.486400000000003,"1,38,39",1,Corporate
2014,Qtr 1,January,23,19.2384,"2,61,63",2,Consumer
2014,Qtr 1,January,7,-71.96209999999999,"2,14,16",2,Consumer
2014,Qtr 1,January,15,65.97800000000001,"1,33,34",1,Consumer
2014,Qtr 1,January,30,11.650200000000002,"2,76,78",2,Consumer
2014,Qtr 1,January,14,-53.28560000000001,"1,32,33",1,Corporate
2014,Qtr 1,January,10,22.6537,"2,18,20",2,Corporate
2014,Qtr 1,January,13,673.6385999999999,"11,21,32",11,Consumer
2014,Qtr 1,January,19,-287.9976,"4,39,43",4,Consumer
2014,Qtr 1,January,4,-65.99010000000001,"3,1,4",3,Home Office
2014,Qtr 1,January,31,3.4195999999999884,"1,78,79",1,Consumer
2014,Qtr 1,February,17,8.808799999999998,"1,112,113",1,Consumer
2014,Qtr 1,February,24,18.789299999999997,"2,122,124",2,Consumer
2014,Qtr 1,February,2,7.152499999999996,"3,80,83",3,Consumer
2014,Qtr 1,February,3,31.5614,"2,83,85",2,Consumer
2014,Qtr 1,February,27,3.404799999999998,"1,124,125",1,Consumer
2014,Qtr 1,February,6,76.48329999999999,"4,88,92",4,Consumer
2014,Qtr 1,February,20,35.5612,"3,115,118",3,Corporate
2014,Qtr 1,February,16,-15.658000000000003,"2,110,112",2,Consumer
2014,Qtr 1,February,1,206.31600000000006,"1,79,80",1,Consumer
2014,Qtr 1,February,21,-13.717499999999998,"1,118,119",1,Consumer
2014,Qtr 1,February,11,293.52849999999995,"9,95,104",9,Consumer
2014,Qtr 1,February,18,-13.846800000000002,"2,113,115",2,Consumer
2014,Qtr 1,February,23,-4.522499999999998,"2,120,122",2,Home Office
2014,Qtr 1,February,8,5.5328,"1,94,95",1,Home Office
2014,Qtr 1,February,7,59.34880000000001,"2,92,94",2,Corporate
2014,Qtr 1,February,15,7.209,"1,109,110",1,Corporate
2014,Qtr 1,February,14,120.1764,"4,105,109",4,Consumer
2014,Qtr 1,February,22,9.3312,"1,119,120",1,Consumer
2014,Qtr 1,February,12,-24.29400000000002,"1,104,105",1,Consumer
2014,Qtr 1,February,4,51.1432,"3,85,88",3,Corporate
2014,Qtr 2,June,17,1126.6297,"5,607,612",5,Consumer
2014,Qtr 2,June,9,629.0288999999998,"16,580,596",16,Consumer
2014,Qtr 2,June,24,0.9611999999999998,"1,650,651",1,Consumer
2014,Qtr 2,June,2,218.36079999999998,"5,550,555",5,Consumer
2014,Qtr 2,June,3,96.10859999999997,"5,555,560",5,Consumer
2014,Qtr 2,June,27,76.10520000000002,"3,655,658",3,Consumer
2014,Qtr 2,June,6,-265.23670000000016,"9,565,574",9,Consumer
2014,Qtr 2,June,20,-62.959399999999995,"9,613,622",9,Consumer
2014,Qtr 2,June,16,76.68759999999993,"4,603,607",4,Consumer
2014,Qtr 2,June,1,1576.7509,"11,539,550",11,Consumer
2014,Qtr 2,June,28,109.76199999999999,"6,658,664",6,Consumer
2014,Qtr 2,June,21,849.4221,"18,622,640",18,Consumer
2014,Qtr 2,June,18,12.232500000000009,"1,612,613",1,Consumer
2014,Qtr 2,June,23,3.180299999999999,"3,647,650",3,Consumer
2014,Qtr 2,June,8,193.3649999999999,"4,576,580",4,Consumer
2014,Qtr 2,June,7,-230.33159999999998,"2,574,576",2,Consumer
2014,Qtr 2,June,29,8.557499999999997,"2,664,666",2,Consumer
2014,Qtr 2,June,15,-78.241,"4,599,603",4,Consumer
2014,Qtr 2,June,30,249.55719999999997,"8,666,674",8,Consumer
2014,Qtr 2,June,14,57.4938,"1,598,599",1,Home Office
2014,Qtr 2,June,22,40.214700000000015,"7,640,647",7,Consumer
2014,Qtr 2,June,25,49.71719999999997,"4,651,655",4,Corporate
2014,Qtr 2,June,10,240.8595,"1,596,597",1,Corporate
2014,Qtr 2,June,13,4.7916,"1,597,598",1,Corporate
2014,Qtr 2,June,4,-6.493200000000022,"5,560,565",5,Consumer
2014,Qtr 2,May,17,45.839999999999996,"1,476,477",1,Home Office
2014,Qtr 2,May,26,130.50859999999997,"8,513,521",8,Consumer
2014,Qtr 2,May,9,95.17360000000001,"6,443,449",6,Consumer
2014,Qtr 2,May,24,56.977199999999996,"1,509,510",1,Consumer
2014,Qtr 2,May,2,91.95719999999999,"2,417,419",2,Consumer
2014,Qtr 2,May,3,28.862399999999997,"3,419,422",3,Consumer
2014,Qtr 2,May,27,111.54079999999993,"5,521,526",5,Consumer
2014,Qtr 2,May,6,85.7158,"3,435,438",3,Home Office
2014,Qtr 2,May,20,62.05810000000001,"7,483,490",7,Corporate
2014,Qtr 2,May,16,20.85000000000001,"2,474,476",2,Consumer
2014,Qtr 2,May,5,34.51309999999998,"7,428,435",7,Consumer
2014,Qtr 2,May,28,59.30879999999999,"3,526,529",3,Consumer
2014,Qtr 2,May,21,1719.5086999999999,"10,490,500",10,Consumer
2014,Qtr 2,May,11,-289.6088,"8,457,465",8,Consumer
2014,Qtr 2,May,18,-158.00399999999996,"4,477,481",4,Consumer
2014,Qtr 2,May,23,58.050200000000004,"7,502,509",7,Consumer
2014,Qtr 2,May,8,239.9960000000001,"1,442,443",1,Consumer
2014,Qtr 2,May,7,215.8138,"4,438,442",4,Consumer
2014,Qtr 2,May,30,222.03579999999988,"8,529,537",8,Consumer
2014,Qtr 2,May,14,23.31599999999999,"1,473,474",1,Corporate
2014,Qtr 2,May,22,46.581,"2,500,502",2,Consumer
2014,Qtr 2,May,12,-119.22550000000001,"2,465,467",2,Consumer
2014,Qtr 2,May,25,-183.78380000000004,"3,510,513",3,Consumer
2014,Qtr 2,May,10,57.82599999999999,"8,449,457",8,Consumer
2014,Qtr 2,May,13,-242.28369999999995,"6,467,473",6,Consumer
2014,Qtr 2,May,19,35.6472,"2,481,483",2,Consumer
2014,Qtr 2,May,4,58.5624,"6,422,428",6,Consumer
2014,Qtr 2,May,31,230.97269999999995,"2,537,539",2,Consumer
2014,Qtr 2,April,26,40.74499999999998,"4,395,399",4,Corporate
2014,Qtr 2,April,2,407.39619999999996,"6,286,292",6,Consumer
2014,Qtr 2,April,3,85.6044,"3,292,295",3,Corporate
2014,Qtr 2,April,6,299.51519999999994,"13,316,329",13,Corporate
2014,Qtr 2,April,20,-194.45280000000008,"4,375,379",4,Consumer
2014,Qtr 2,April,16,9.768,"1,363,364",1,Corporate
2014,Qtr 2,April,5,253.90440000000007,"13,303,316",13,Consumer
2014,Qtr 2,April,1,26.089599999999997,"4,282,286",4,Consumer
2014,Qtr 2,April,28,292.1672000000001,"9,399,408",9,Consumer
2014,Qtr 2,April,21,5.5755,"2,379,381",2,Consumer
2014,Qtr 2,April,11,523.2729,"9,341,350",9,Consumer
2014,Qtr 2,April,18,169.9373999999999,"8,364,372",8,Consumer
2014,Qtr 2,April,23,-0.3052999999999848,"6,383,389",6,Corporate
2014,Qtr 2,April,8,359.84810000000004,"7,334,341",7,Consumer
2014,Qtr 2,April,7,305.05600000000004,"5,329,334",5,Consumer
2014,Qtr 2,April,29,101.68139999999991,"6,408,414",6,Consumer
2014,Qtr 2,April,15,107.99999999999999,"2,361,363",2,Home Office
2014,Qtr 2,April,30,276.4956,"3,414,417",3,Consumer
2014,Qtr 2,April,22,124.78689999999999,"2,381,383",2,Corporate
2014,Qtr 2,April,12,152.65809999999996,"6,350,356",6,Consumer
2014,Qtr 2,April,25,332.86710000000005,"6,389,395",6,Consumer
2014,Qtr 2,April,13,-384.79419999999993,"5,356,361",5,Corporate
2014,Qtr 2,April,19,87.5664,"3,372,375",3,Consumer
2014,Qtr 2,April,4,105.4521,"8,295,303",8,Consumer
