4000.Invoice/Item Number,Sum(4000.Sale (Dollars)),,Sum(4000.State Bottle Cost),Sum(4000.State Bottle Retail),CountNonNull(4000.Category Name),CountNonNull(4000.County)
S11908400029,93.78,NaN,10.42,15.63,1,1
S12075600021,93.78,NaN,10.42,15.63,1,1
S16038400002,93.78,NaN,10.42,15.63,1,1
S17962600199,93.78,NaN,20.84,31.26,1,1
S09621400169,93.75,NaN,12.5,18.75,1,1
S09561900182,93.58,NaN,31.2,46.79,1,1
S15568500106,93,NaN,15.5,23.25,1,1
S17409600023,92.76,NaN,5.15,7.73,1,1
S21519100220,92.13,NaN,20.47,30.71,1,1
S20377200053,91.84,NaN,7.65,11.48,1,1
S23701300025,91.8,NaN,4.08,6.12,1,1
S27067800065,91.5,NaN,9.5,15.25,1,1
S26770700004,91.14,NaN,20.25,30.38,1,1
S15536500002,90.96,NaN,4.72,7.58,1,1
S22444300065,90.96,NaN,4.72,7.58,1,1
S11121300031,90.6,NaN,4.87,7.55,1,1
S04148800022,90.54,NaN,10.06,15.09,1,1
S05579200069,90.3,NaN,12.04,18.06,1,1
S03556200031,90,NaN,10,15,1,1
S05108200007,90,NaN,10,15,1,1
S05762600008,90,NaN,10,15,1,1
S06292100003,90,NaN,10,15,1,1
S06961800152,90,NaN,10,15,1,1
S10983600053,90,NaN,10,15,1,1
S11388800014,90,NaN,10,15,1,1
S12067800002,90,NaN,10,15,1,1
S14363500002,90,NaN,10,15,1,1
S20988700043,90,NaN,10,15,1,1
S22385600010,90,NaN,15,22.5,1,1
S22935900022,90,NaN,10,15,1,1
S23103000025,90,NaN,10,15,1,1
S23969600031,90,NaN,15,22.5,1,1
S24707500013,90,NaN,10,15,1,1
S24833600265,90,NaN,10,15,1,1
S27254000001,90,NaN,10,15,1,1
S28313800043,90,NaN,10,15,1,1
S28914600001,90,NaN,15,22.5,1,1
S17688400007,89.94,NaN,10,14.99,1,1
S05756700175,89.88,NaN,5,7.49,1,1
S06994500007,89.88,NaN,4.99,7.49,1,1
S19063900014,89.73,NaN,19.94,29.91,1,1
S14133900023,89.7,NaN,9.97,14.95,1,1
S23959900009,89.58,NaN,9.7,14.93,1,1
S24129700005,89.58,NaN,9.7,14.93,1,1
S25422100013,89.58,NaN,9.7,14.93,1,1
S05352500004,89.52,NaN,9.7,14.92,1,1
S05265700199,89.43,NaN,19.87,29.81,1,1
S03623200002,89.28,NaN,4.83,7.44,1,1
S14766100012,89.28,NaN,4.83,7.44,1,1
S14830000007,89.28,NaN,4.83,7.44,1,1
S10461100006,89.16,NaN,29.72,44.58,1,1
S24261200008,89.16,NaN,29.72,44.58,1,1
S28206400029,89.16,NaN,29.72,44.58,1,1
S28306200063,89.16,NaN,29.72,44.58,1,1
S29068000007,89.16,NaN,29.72,44.58,1,1
S28631400018,89.1,NaN,5.94,8.91,1,1
S04507200046,89.04,NaN,14.84,22.26,1,1
S26302700032,89.02,NaN,29.67,44.51,1,1
S22449700003,88.92,NaN,4.94,7.41,1,1
S25097300008,88.92,NaN,4.94,7.41,1,1
S11360000053,88.8,NaN,29.6,44.4,1,1
S04299600017,88.68,NaN,4.93,7.39,1,1
S23557200023,88.56,NaN,4.92,7.38,1,1
S19575100135,88.44,NaN,9.83,14.74,1,1
S20920400099,88.08,NaN,4.89,7.34,1,1
S08023200009,88.02,NaN,9.45,14.67,1,1
S05844400013,87.96,NaN,4.89,7.33,1,1
S11170100029,87.96,NaN,4.89,7.33,1,1
S23488900036,87.54,NaN,19.45,29.18,1,1
S09603900013,87.48,NaN,4.86,7.29,1,1
S12899200005,87.48,NaN,4.86,7.29,1,1
S17859000005,87.48,NaN,4.86,7.29,1,1
S07080600005,87.12,NaN,9.68,14.52,1,1
S25827200009,87.12,NaN,4.84,7.26,1,1
S11539700018,87.06,NaN,9.67,14.51,1,1
S19128300050,87.06,NaN,9.67,14.51,1,1
S10417900052,87,NaN,4.83,7.25,1,1
S14582900020,87,NaN,4.83,7.25,1,1
S07660000010,86.88,NaN,1.21,1.81,1,1
S27420500047,86.7,NaN,9.3,14.45,1,1
S24617700039,86.4,NaN,4.8,7.2,1,1
S13530700015,85.92,NaN,1.2,1.79,1,1
S15514400011,85.92,NaN,1.2,1.79,1,1
S17749700008,85.92,NaN,1.2,1.79,1,1
S18436000017,85.68,NaN,4.76,7.14,1,1
S12472500001,85.56,NaN,4.75,7.13,1,1
S18707900026,85.56,NaN,4.75,7.13,1,1
S22861300131,85.56,NaN,4.75,7.13,1,1
S25164300046,85.56,NaN,4.75,7.13,1,1
S23617000011,85.5,NaN,19,28.5,1,1
S25315300070,85.5,NaN,19,28.5,1,1
S05931800081,85.32,NaN,4.74,7.11,1,1
S21227700011,84.96,NaN,4.72,7.08,1,1
S07848400051,84.9,NaN,9.43,14.15,1,1
S09198000029,84.9,NaN,9.43,14.15,1,1
S11589000018,84.9,NaN,9.43,14.15,1,1
S13928100010,84.6,NaN,4.7,7.05,1,1
S14840600034,84.36,NaN,18.75,28.12,1,1
S26908800036,84.24,NaN,9.36,14.04,1,1
S07675800108,83.97,NaN,18.66,27.99,1,1
S12464700020,83.64,NaN,4.65,6.97,1,1
S14798500061,83.22,NaN,18.49,27.74,1,1
S22093900070,83.22,NaN,18.49,27.74,1,1
S24103200057,83.22,NaN,18.49,27.74,1,1
S27812700031,83.22,NaN,18.49,27.74,1,1
S21014400013,83.16,NaN,9.24,13.86,1,1
S26920200001,83.16,NaN,9.24,13.86,1,1
S28181800026,83.16,NaN,9.24,13.86,1,1
S09310200004,83.1,NaN,9.23,13.85,1,1
S09429200020,83.1,NaN,9.23,13.85,1,1
S20648600013,83.1,NaN,9.23,13.85,1,1
S19033400002,83.04,NaN,4.62,6.92,1,1
S14424900050,82.68,NaN,4.59,6.89,1,1
S25236100017,82.62,NaN,9.18,13.77,1,1
S27088100013,82.62,NaN,9.18,13.77,1,1
S27532900010,82.62,NaN,9.18,13.77,1,1
S26834100056,82.5,NaN,5.5,8.25,1,1
S17388700141,82.44,NaN,8.83,13.74,1,1
S18614500043,82.44,NaN,8.83,13.74,1,1
S25766400044,82.4,NaN,13.73,20.6,1,1
S20146400039,82.26,NaN,9.14,13.71,1,1
S27244500002,82.26,NaN,9.14,13.71,1,1
S29268400030,82.26,NaN,9.14,13.71,1,1
S10215600015,82.2,NaN,9.13,13.7,1,1
S14017800006,82.2,NaN,9.13,13.7,1,1
S14509700018,82.2,NaN,9.13,13.7,1,1
S14773400009,82.2,NaN,9.13,13.7,1,1
S15693500048,82.11,NaN,18.25,27.37,1,1
S14133700044,82.08,NaN,8.78,13.68,1,1
S15086300023,82.08,NaN,8.78,13.68,1,1
S15410100001,82.08,NaN,8.78,13.68,1,1
S04910600123,81.84,NaN,4.55,6.82,1,1
S06746600002,81.84,NaN,9.09,13.64,1,1
S12202600111,81.74,NaN,27.25,40.87,1,1
S10230300047,81.72,NaN,4.54,6.81,1,1
S21774500012,81.6,NaN,1.13,1.7,1,1
S27639200004,81.6,NaN,1.13,1.7,1,1
S28457400012,81.45,NaN,18.1,27.15,1,1
S29198700002,81.42,NaN,18.09,27.14,,1
S12805300005,81.12,NaN,1.13,1.69,1,1
S17258900032,81.12,NaN,1.13,1.69,1,1
S17786900027,81.12,NaN,1.13,1.69,1,1
S19103800002,81.12,NaN,1.13,1.69,1,1
S09816200028,81,NaN,27,40.5,1,1
S12266200108,81,NaN,27,40.5,1,1
S17202200024,81,NaN,9,13.5,1,1
S17226400005,81,NaN,9,13.5,1,1
S18165100082,81,NaN,4.5,6.75,1,1
S20337700079,81,NaN,4.5,6.75,1,1
S26622100007,81,NaN,4.5,6.75,1,1
S27158500009,81,NaN,9,13.5,1,1
S27921200058,81,NaN,4.5,6.75,1,1
S28404900108,81,NaN,9,13.5,1,1
S29115700029,81,NaN,27,40.5,1,1
S15202400017,80.97,NaN,17.99,26.99,1,1
S03434600012,80.94,NaN,8.99,13.49,1,1
S04799500009,80.94,NaN,8.99,13.49,1,1
S07203800013,80.94,NaN,8.99,13.49,1,1
S13781500010,80.94,NaN,8.99,13.49,1,1
S18878400017,80.94,NaN,7.99,13.49,1,1
S20108400014,80.94,NaN,7.99,13.49,1,1
S03963600172,80.88,NaN,17.97,26.96,1,1
S07205200018,80.88,NaN,17.97,26.96,1,1
S19029000027,80.82,NaN,8.98,13.47,1,1
S19878600006,80.82,NaN,8.98,13.47,1,1
S27085000020,80.82,NaN,8.98,13.47,1,1
S04639600005,80.64,NaN,1.12,1.68,1,1
S05920200017,80.64,NaN,1.12,1.68,1,1
S22411800011,80.64,NaN,2.24,3.36,1,1
S25889400012,80.64,NaN,2.24,3.36,1,1
S28609100005,80.64,NaN,2.24,3.36,1,1
S04518100005,80.28,NaN,8.92,13.38,1,1
S07061900003,80.28,NaN,8.92,13.38,1,
S07147700008,80.28,NaN,8.92,13.38,1,1
S10164100012,80.28,NaN,8.92,13.38,1,1
S12253200013,80.28,NaN,8.92,13.38,1,1
S14108200020,80.28,NaN,8.92,13.38,1,1
S20694500028,80.16,NaN,8.74,13.36,1,1
S27412900007,80.16,NaN,8.74,13.36,1,1
S28800500111,80.16,NaN,8.74,13.36,1,1
S04491600008,79.92,NaN,4.44,6.66,1,1
S24261100119,79.92,NaN,2.22,3.33,1,1
S04425500176,79.82,NaN,26.61,39.91,1,1
S14867800020,79.56,NaN,4.25,6.63,1,1
S26707900118,79.52,NaN,13.25,19.88,1,1
S29077100024,79.5,NaN,26.5,39.75,1,1
S26650700243,79.48,NaN,26.49,39.74,1,1
S28808100084,79.48,NaN,26.49,39.74,1,1
S03530400004,79.2,NaN,1.1,1.65,1,1
S05851300003,79.2,NaN,1.1,1.65,1,1
S21639200006,79.2,NaN,4.4,6.6,1,1
S21795200005,79.2,NaN,4.4,6.6,1,1
S22739100007,79.2,NaN,4.4,6.6,1,1
S27726700001,79.2,NaN,4.4,6.6,1,1
S28527100001,79.2,NaN,4.4,6.6,1,1
S08201600068,79.1,NaN,7.53,11.3,1,1
S09979300008,79.08,NaN,4.4,6.59,1,1
S14708600009,79.08,NaN,4.4,6.59,1,1
S24740000069,79.08,NaN,4.39,6.59,1,1
S13924200030,78.96,NaN,4.16,6.58,1,1
S14226000043,78.96,NaN,4.16,6.58,1,1
S04246400097,78.84,NaN,8.59,13.14,1,1
S11146500032,78.84,NaN,4.38,6.57,1,1
S06633100074,78.75,NaN,10.5,15.75,1,1
S13727900013,78.75,NaN,17.5,26.25,1,1
S04150800019,78.72,NaN,4.37,6.56,1,1
S04183000032,78.72,NaN,4.37,6.56,1,1
S08541700007,78.72,NaN,17.5,26.24,1,1
S16559000039,78.72,NaN,13.12,19.68,1,1
S19772000013,78.72,NaN,8.75,13.12,1,1
S15213500071,78.68,NaN,13.11,19.67,1,1
S16011400020,78.65,NaN,10.49,15.73,1,1
S18648100050,78.6,NaN,4.37,6.55,1,1
S23544500005,78.48,NaN,8.72,13.08,1,1
S06684600036,78.26,NaN,26.08,39.13,1,1
S12757000034,78.16,NaN,26.05,39.08,1,1
S18908400016,78.12,NaN,4.34,6.51,1,1
S20125300088,78.12,NaN,4.34,6.51,1,1
S27033700068,78.12,NaN,4.34,6.51,1,1
S26269200013,78.06,NaN,8.67,13.01,1,1
S05948400014,78,NaN,4.33,6.5,1,1
S06555400088,78,NaN,4.33,6.5,1,1
S09564100004,78,NaN,4.33,6.5,1,1
S17627300143,78,NaN,13,19.5,1,1
S19239200148,78,NaN,26,39,1,1
S15995200079,77.98,NaN,26,38.99,1,1
S09482500139,77.97,NaN,16.66,25.99,1,1
S09670400078,77.97,NaN,16.66,25.99,1,1
S11564100008,77.94,NaN,8.66,12.99,1,1
S21094100126,77.94,NaN,25.98,38.97,1,1
S13952700028,77.88,NaN,4.33,6.49,1,1
S20034800081,77.76,NaN,4.32,6.48,1,1
S09875700031,77.4,NaN,4.3,6.45,1,1
S08993600043,77.28,NaN,4.3,6.44,1,1
S24322500023,77.28,NaN,4.29,6.44,1,1
S10898900002,77.04,NaN,4.28,6.42,1,1
S13056200014,77.04,NaN,4.28,6.42,1,1
S07417200071,76.92,NaN,4.28,6.41,1,1
S29050400001,76.8,NaN,6.4,9.6,,1
S17966000051,76.75,NaN,10.24,15.35,1,1
S25318300075,76.68,NaN,4.26,6.39,1,1
S27173300013,76.56,NaN,4.25,6.38,1,1
S28687600007,76.56,NaN,4.13,6.38,1,1
S03601100107,76.5,NaN,8.5,12.75,1,1
S16300500012,76.5,NaN,8.5,12.75,1,1
S18060700121,76.5,NaN,8.5,12.75,1,1
S09337900020,76.47,NaN,17,25.49,1,1
S04429200025,76.44,NaN,8.49,12.74,1,1
S12911800041,76.44,NaN,8.49,12.74,1,1
S22021400005,76.2,NaN,4.23,6.35,1,1
S20429400018,75.6,NaN,4.2,6.3,1,1
S23879900022,75.6,NaN,4.2,6.3,1,1
S21820700007,75.12,NaN,4.17,6.26,1,1
S24440000023,75.12,NaN,4.17,6.26,1,1
S24702600003,75.12,NaN,4.17,6.26,1,1
S24740100038,75.12,NaN,4.17,6.26,1,1
S27416200004,75.12,NaN,4.17,6.26,1,1
S28099100046,75.12,NaN,4.17,6.26,1,1
S29110800020,75.12,NaN,4.17,6.26,1,1
S08102300058,75.08,NaN,12.26,18.77,1,1
S16402800001,75.06,NaN,7.94,12.51,1,1
S16426600017,75.06,NaN,7.94,12.51,1,1
S23071300013,75.06,NaN,7.94,12.51,1,1
S05758500033,75,NaN,12.5,18.75,1,1
S08835400019,75,NaN,4.17,6.25,1,1
S09189100084,75,NaN,8.33,12.5,1,1
S11632900010,75,NaN,7.93,12.5,1,1
S15822800021,75,NaN,4.17,6.25,1,1
S19376600004,75,NaN,4.17,6.25,1,1
S27021400113,75,NaN,8.33,12.5,1,1
S29336600009,74.99,NaN,49.99,74.99,1,1
S18049900085,74.98,NaN,24.99,37.49,1,1
S06249000068,74.96,NaN,12.5,18.74,1,1
S10909100010,74.96,NaN,12.5,18.74,1,1
S13063200026,74.95,NaN,10,14.99,1,1
S05291200015,74.94,NaN,8.33,12.49,1,1
S08383900006,74.94,NaN,8.33,12.49,1,1
S03597800005,74.88,NaN,8.32,12.48,1,1
S23442000013,74.88,NaN,12.48,18.72,1,1
S29329000031,74.88,NaN,8.32,12.48,1,1
S08091500020,74.7,NaN,24.9,37.35,1,1
S24494600073,74.64,NaN,2.07,3.11,1,1
S28203000049,74.64,NaN,2.07,3.11,1,1
S28753400015,74.64,NaN,2.07,3.11,1,1
S22088900051,74.6,NaN,12.1,18.65,1,1
S11951100010,74.4,NaN,4.13,6.2,1,1
S14770700002,74.4,NaN,4.96,7.44,1,1
S14977900006,74.4,NaN,4.13,6.2,1,1
S18238500040,74.4,NaN,4.13,6.2,1,1
S20005900078,74.4,NaN,4.96,7.44,1,1
S26620300010,74.4,NaN,4.13,6.2,1,1
S05796100019,74.28,NaN,8.25,12.38,1,1
S29353700118,74.28,NaN,8.25,12.38,1,1
S15817300017,74.22,NaN,8.25,12.37,1,1
S07023100004,74.16,NaN,2.06,3.09,1,1
S07941300024,74.16,NaN,2.06,3.09,1,1
S15181600002,74.16,NaN,2.06,3.09,1,1
S04327600009,73.8,NaN,8.2,12.3,1,1
S04970200008,73.8,NaN,4.1,6.15,1,1
S05683900013,73.8,NaN,8.2,12.3,1,1
S06160200022,73.8,NaN,8.2,12.3,1,1
S06201100007,73.8,NaN,8.2,12.3,1,1
S07272800021,73.8,NaN,3.88,6.15,1,1
S08535400012,73.8,NaN,8.2,12.3,1,1
S09562700073,73.8,NaN,4.1,6.15,1,1
S09725400002,73.8,NaN,8.2,12.3,1,1
S11710900053,73.8,NaN,8.2,12.3,1,1
S11908600017,73.8,NaN,8.2,12.3,1,1
S11949700008,73.8,NaN,8.2,12.3,1,1
S12128400020,73.8,NaN,8.2,12.3,1,1
S15172700015,73.8,NaN,8.2,12.3,1,1
S16546200058,73.8,NaN,4.1,6.15,1,1
S16869800017,73.8,NaN,8.2,12.3,1,1
S18751100036,73.8,NaN,8.2,12.3,1,1
S21148700131,73.8,NaN,4.1,6.15,1,1
S21551500007,73.8,NaN,4.1,6.15,1,1
S22778700041,73.8,NaN,8.2,12.3,1,1
S23181300024,73.8,NaN,8.2,12.3,1,1
S24467500010,73.8,NaN,8.2,12.3,1,1
S24546300060,73.8,NaN,4.1,6.15,1,1
S26110200060,73.8,NaN,8.2,12.3,1,1
S29003300002,73.8,NaN,8.2,12.3,1,1
S03859700081,73.77,NaN,16.39,24.59,1,1
S04019700012,73.74,NaN,7.79,12.29,1,1
S08262100013,73.74,NaN,7.79,12.29,1,1
S12395700129,73.56,NaN,4.08,6.13,1,1
S07789900109,73.48,NaN,12.24,18.37,1,1
S07532900097,73.44,NaN,12.24,18.36,1,1
S16096000001,73.08,NaN,4.06,6.09,1,1
S19014800131,73.02,NaN,24.34,36.51,1,1
S08366900034,72.96,NaN,4.05,6.08,1,1
S21496200006,72.96,NaN,4.05,6.08,1,1
S22216000062,72.96,NaN,4.05,6.08,1,1
S24242900006,72.96,NaN,4.05,6.08,1,1
S24508600014,72.96,NaN,4.05,6.08,1,1
S25527700032,72.96,NaN,4.05,6.08,1,1
S06829900004,72.72,NaN,2.02,3.03,1,1
S07350100038,72.72,NaN,4.04,6.06,1,1
S13223700011,72.72,NaN,4.04,6.06,1,1
S13588800006,72.72,NaN,4.04,6.06,1,1
S27469700099,72.66,NaN,8.07,12.11,1,1
S12504000127,72.44,NaN,12.07,18.11,1,1
S11831600004,72.36,NaN,3.85,6.03,1,1
S15355400025,72.36,NaN,3.85,6.03,1,1
S18157800112,72.32,NaN,12.05,18.08,1,1
S09062200018,72.24,NaN,12.04,18.06,1,1
S06196100088,72.12,NaN,4,6.01,1,1
S15833500007,72.12,NaN,3.84,6.01,1,1
S22368100036,72.12,NaN,3.84,6.01,1,1
S28832700039,72.12,NaN,3.84,6.01,1,1
S04919700001,72,NaN,1,1.5,1,1
S17075400034,72,NaN,8,12,1,1
S18869900016,72,NaN,4,6,1,1
S18917600043,72,NaN,4,6,1,1
S21298700003,72,NaN,4,6,1,1
S23620000019,72,NaN,4,6,1,1
S24809400001,72,NaN,2,3,1,1
S24984800017,72,NaN,4,6,1,1
S25355700007,72,NaN,4,6,1,1
S27028900017,72,NaN,2,3,1,1
S27410100007,72,NaN,1,1.5,1,1
S28324100009,72,NaN,4,6,1,1
S06021200082,71.88,NaN,4,5.99,1,1
S07422400037,71.88,NaN,4,5.99,1,1
S13944100073,71.76,NaN,2,2.99,1,1
S18518800004,71.76,NaN,2,2.99,1,1
S22465100028,71.66,NaN,47.77,71.66,1,1
S24232700038,71.52,NaN,3.97,5.96,1,1
S05875800013,71.46,NaN,7.94,11.91,1,1
S15138400067,71.46,NaN,7.94,11.91,1,1
S03895300019,71.4,NaN,3.97,5.95,1,1
S04730400055,71.4,NaN,3.97,5.95,1,1
S04748800004,71.4,NaN,3.97,5.95,1,1
S05172300026,71.4,NaN,3.97,5.95,1,1
S10022900004,71.4,NaN,3.97,5.95,1,1
S15520400016,71.28,NaN,3.96,5.94,1,1
S17108700006,71.28,NaN,3.96,5.94,1,1
S04411000019,71.04,NaN,1.98,2.96,1,1
S06548600001,71.04,NaN,1.98,2.96,1,1
S19056200064,70.86,NaN,15.75,23.62,1,1
S26016500024,70.86,NaN,7.87,11.81,1,1
S05246800030,70.83,NaN,15.74,23.61,1,1
S06580800012,70.83,NaN,15.74,23.61,1,1
S20198700166,70.83,NaN,15.74,23.61,1,1
S06687400059,70.8,NaN,7.7,11.8,1,1
S18191300038,70.8,NaN,7.7,11.8,1,1
S26212300163,70.6,NaN,11.1,17.65,1,1
S05511500026,70.56,NaN,3.92,5.88,1,1
S13808200025,70.56,NaN,1.96,2.94,1,1
S17625800013,70.56,NaN,1.96,2.94,1,1
S17953000001,70.56,NaN,7.84,11.76,1,1
S18956900032,70.56,NaN,7.84,11.76,1,1
S19700300020,70.56,NaN,7.84,11.76,1,1
S20882700056,70.56,NaN,1.96,2.94,1,1
S20883500102,70.56,NaN,7.84,11.76,1,1
S21899400029,70.56,NaN,7.84,11.76,1,1
S22093900007,70.56,NaN,7.84,11.76,1,1
S22166800005,70.56,NaN,7.84,11.76,1,1
S22412300064,70.56,NaN,7.84,11.76,1,1
S23014900001,70.56,NaN,1.96,2.94,1,1
S24607000033,70.56,NaN,7.84,11.76,1,1
S25806200008,70.56,NaN,7.84,11.76,1,1
S25961600155,70.56,NaN,7.84,11.76,1,1
S26089400007,70.56,NaN,7.84,11.76,1,1
S27597100006,70.56,NaN,1.96,2.94,1,1
S27613000021,70.56,NaN,1.96,2.94,1,1
S03748000004,70.44,NaN,3.75,5.87,1,1
S12597900152,70.17,NaN,15.6,23.39,1,1
S07873400015,70.08,NaN,0.97,1.46,1,1
S27409400023,69.94,NaN,23.31,34.97,1,1
S15874600062,69.93,NaN,15.54,23.31,1,1
S21734800130,69.78,NaN,7.75,11.63,1,1
S28130000008,69.6,NaN,1.93,2.9,1,1
S28474900008,69.6,NaN,1.93,2.9,1,1
S29123000026,69.6,NaN,1.93,2.9,1,1
S21559400019,69.57,NaN,15.46,23.19,1,1
S11798100008,69.36,NaN,1.93,2.89,1,1
S15969300007,69.36,NaN,1.93,2.89,1,1
S17322100014,69.36,NaN,1.93,2.89,1,1
S19545100004,69.36,NaN,1.93,2.89,1,1
S19553400063,69.36,NaN,3.86,5.78,1,1
S03592200005,69.24,NaN,3.85,5.77,1,1
S03750200012,69.24,NaN,3.85,5.77,1,1
S07159200033,69.24,NaN,11.54,17.31,1,1
S07475200003,69.24,NaN,11.54,17.31,1,1
S27988100028,69.12,NaN,3.84,5.76,1,1
S29150200010,69.12,NaN,3.84,5.76,1,1
S15526400021,69.06,NaN,7.67,11.51,1,1
S21785800079,69.06,NaN,7.67,11.51,1,1
S23338400021,69.06,NaN,7.67,11.51,1,1
S16455500107,68.88,NaN,7.65,11.48,1,1
S08846300062,68.53,NaN,6.53,9.79,1,1
S28679500035,68.52,NaN,7.61,11.42,1,1
S21873400001,68.4,NaN,1.9,2.85,1,1
S04001500003,68.22,NaN,7.58,11.37,1,1
S05480500026,68.22,NaN,7.58,11.37,1,1
S06992800008,68.22,NaN,7.58,11.37,1,1
S07884300036,68.22,NaN,7.58,11.37,1,1
S09135300015,68.22,NaN,7.58,11.37,1,1
S11086400013,68.22,NaN,7.58,11.37,1,1
S11644400009,68.22,NaN,7.58,11.37,1,1
S12191800002,68.22,NaN,7.58,11.37,1,1
S12489900014,68.22,NaN,7.58,11.37,1,1
S13662500006,68.22,NaN,7.58,11.37,1,1
S15890500003,68.22,NaN,7.58,11.37,1,1
S14517000055,67.92,NaN,3.78,5.66,1,1
S28888900022,67.83,NaN,15.07,22.61,1,1
S09391900008,67.8,NaN,7.53,11.3,1,1
S03937600032,67.5,NaN,5,7.5,1,1
S06136900067,67.5,NaN,13.92,22.5,1,1
S22188700027,67.5,NaN,15,22.5,1,1
S22744000024,67.5,NaN,15,22.5,1,1
S27747900001,67.49,NaN,44.99,67.49,1,1
S23271800005,67.48,NaN,22.49,33.74,1,1
S14012300040,67.47,NaN,15,22.49,1,1
S12823000053,67.44,NaN,14.99,22.48,1,1
S23208200017,67.44,NaN,7.49,11.24,1,1
S20644600017,67.41,NaN,14.98,22.47,1,1
S28762500025,67.38,NaN,14.97,22.46,1,1
S13785000026,67.26,NaN,7.47,11.21,1,1
S15488200004,67.26,NaN,7.47,11.21,1,1
S16496400072,67.26,NaN,7.47,11.21,1,1
S18539000010,67.26,NaN,7.47,11.21,1,1
S20274600006,67.26,NaN,7.47,11.21,1,1
S24460000026,67.26,NaN,7.47,11.21,1,1
S28708600061,67.26,NaN,7.47,11.21,1,1
S22682000022,67.2,NaN,3.73,5.6,1,1
S04393500001,67.14,NaN,7.46,11.19,1,1
S04924100069,67.14,NaN,7.46,11.19,1,1
S05920200012,67.14,NaN,7.46,11.19,1,1
S07285900038,67.14,NaN,7.46,11.19,1,1
S09405700004,67.14,NaN,7.46,11.19,1,1
S10918800007,67.14,NaN,7.46,11.19,1,1
S11212600005,67.14,NaN,7.46,11.19,1,1
S12095200005,67.14,NaN,7.46,11.19,1,1
S13332200107,67.14,NaN,7.46,11.19,1,1
S16019900010,67.14,NaN,7.46,11.19,1,
S17422000019,67.14,NaN,7.46,11.19,1,1
S17904000009,67.14,NaN,7.46,11.19,1,1
S18808300004,67.14,NaN,7.46,11.19,1,1
S26479700006,67.14,NaN,7.46,11.19,1,1
S26743000024,67.14,NaN,7.46,11.19,1,1
S28255600002,67.14,NaN,7.46,11.19,1,1
S29255800001,67.14,NaN,7.46,11.19,1,1
S06767300013,67,NaN,4.47,6.7,1,1
S04273800032,66.96,NaN,11.16,16.74,1,1
S06447000116,66.96,NaN,11.16,16.74,1,1
S23255600012,66.9,NaN,7.43,11.15,1,1
S16574000062,66.84,NaN,3.71,5.57,1,1
S17301500001,66.84,NaN,3.71,5.57,1,1
S17315600002,66.84,NaN,3.71,5.57,1,1
S03993100055,66.6,NaN,3.7,5.55,1,1
S09437500008,66.6,NaN,3.7,5.55,1,1
S09668300006,66.6,NaN,3.7,5.55,1,1
S09936900009,66.6,NaN,3.7,5.55,1,1
S14453800009,66.6,NaN,3.7,5.55,1,1
S08738400006,66.42,NaN,7.38,11.07,1,1
S20270100022,66.42,NaN,7.38,11.07,1,1
S18343100010,66.39,NaN,14.75,22.13,1,1
S04267500013,66.24,NaN,7.36,11.04,1,1
S04310100028,66.24,NaN,7.36,11.04,1,1
S05101400068,66.24,NaN,7.36,11.04,1,1
S05853200021,66.24,NaN,7.36,11.04,1,1
S07620000027,66.24,NaN,7.36,11.04,1,1
S19153100167,66.22,NaN,22.07,33.11,1,1
S10164300122,66.12,NaN,7.35,11.02,1,1
S14508100271,66.12,NaN,14.69,22.04,1,1
S17754100095,66.12,NaN,22.04,33.06,1,1
S18223200028,66.12,NaN,22.04,33.06,1,1
S18674400029,66.12,NaN,22.04,33.06,1,1
S21252600012,66.12,NaN,3.67,5.51,1,1
S06183700005,66,NaN,1.84,2.75,1,1
S06643300002,66,NaN,3.67,5.5,1,1
S08086000004,66,NaN,1.84,2.75,1,1
S16361700040,65.97,NaN,14.66,21.99,1,1
S19448900062,65.97,NaN,14.66,21.99,1,1
S24065100147,65.96,NaN,10.99,16.49,1,1
S04354200031,65.82,NaN,7.31,10.97,1,1
S05217600013,65.82,NaN,7.31,10.97,1,1
S08317900031,65.82,NaN,7.31,10.97,1,1
S08352000016,65.82,NaN,7.31,10.97,1,1
S09425100013,65.82,NaN,7.31,10.97,1,1
S03412100043,65.4,NaN,3.64,5.45,1,1
S07292300006,65.4,NaN,3.64,5.45,1,1
S14802700099,65.4,NaN,14.53,21.8,1,1
S04958400027,65.32,NaN,10.89,16.33,1,1
S09792600024,65.32,NaN,21.77,32.66,1,1
S15721900110,65.28,NaN,7.25,10.88,1,1
S09798300132,65.22,NaN,14.5,21.74,1,1
S16457000094,65.22,NaN,14.5,21.74,1,1
S05702500017,65.16,NaN,7.24,10.86,1,1
S16675200017,65.05,NaN,8.67,13.01,1,1
S17282000124,65.05,NaN,8.67,13.01,1,1
S21232200014,64.8,NaN,7.2,10.8,1,1
S21502000007,64.8,NaN,7.2,10.8,1,1
S22762600058,64.8,NaN,1.8,2.7,1,1
S24196600001,64.8,NaN,7.2,10.8,1,1
S25015300003,64.8,NaN,7.2,10.8,1,1
S26215100014,64.8,NaN,7.2,10.8,1,1
S27385800003,64.8,NaN,7.2,10.8,1,1
S08821700018,64.74,NaN,7.2,10.79,1,1
S09335400001,64.74,NaN,7.2,10.79,1,1
S09392600072,64.74,NaN,7.2,10.79,1,1
S09641300040,64.74,NaN,7.2,10.79,1,1
S10788700019,64.74,NaN,7.2,10.79,1,1
S11435500030,64.74,NaN,7.2,10.79,1,1
